P0,P1,P2
12494.5916,11757.66092,15542.35672
11796.06319,11238.73137,14613.12732
11826.51446,11714.90416,15203.59229
11551.24366,11559.44856,14624.00647
11922.04772,11851.8021,13802.39708
9772.837288,11217.10053,15497.73311
13611.16906,11416.79798,15714.98045
11921.06742,10975.45728,15613.33884
12881.16468,11662.50612,15290.5098
13379.35658,11702.06348,13903.91497
12688.11519,11528.85831,15083.45295
11688.22633,11943.11759,15163.98988
12376.37717,12537.00118,14787.91771
11883.35895,12151.90616,15665.09088
10540.11017,11255.49631,15056.5006
13522.99317,10669.92488,15371.612
14319.59626,10934.18152,15406.26462
13611.37802,11521.84487,15010.98189
10510.22315,12165.39788,14209.58725
12599.00811,11608.94022,14701.65375
12789.32878,10986.60144,15192.80593
13764.16244,10413.75911,14430.60881
11677.95221,11702.65703,14838.43365
11769.30919,11497.72035,15226.08173
13332.19921,12468.60311,15244.97249
11775.73519,11623.25636,15259.1778
12806.55575,11720.5918,14712.15559
11814.82107,11178.61134,14711.64387
13678.60595,11024.72502,14949.80781
11786.85562,11069.51173,14362.25083
11930.74297,11671.48973,14564.64765
11871.35611,11528.35595,15013.74466
13544.403,11614.55077,15018.59364
11643.22809,11160.80524,13767.18587
11422.57965,11709.93639,14561.1258
12697.90058,11560.62128,14901.80565
11556.93578,11930.96202,14558.45803
12793.02828,12161.70886,15951.38992
12520.49589,11461.69964,15148.16349
12907.27148,11296.01675,15556.86191
12887.29608,11827.52156,14490.03526
12373.4592,11845.68212,15383.07666
11558.9924,10902.98707,15799.53049
13797.57043,11551.30914,15491.84031
13948.40613,10350.27188,14477.62598
13029.97051,12011.45554,14677.96254
10930.91946,11941.00197,14038.03216
13507.16603,11433.89349,15589.65756
12347.98022,11486.63398,15072.45462
10932.28253,10908.19143,14331.86856
12313.61588,11228.53003,16437.76425
13083.81192,11542.84939,15269.56542
13457.68137,11897.27481,15392.58329
12754.85006,11895.82987,14720.94688
11909.93763,11434.81009,14868.06577
11399.90243,12313.80706,14771.12881
11979.09557,10938.50221,15083.17429
12565.75378,11414.30504,14886.28499
12579.52384,11205.48552,14732.13185
12075.66433,11853.62191,14824.56505
13003.23827,11681.97334,15245.03532
12416.6929,11018.44411,15241.30899
13457.20487,11636.13142,15010.13396
12638.45518,10644.87367,14863.27413
13007.3498,11975.32057,15325.713
12600.72689,11381.56436,15090.09911
11885.4642,11904.90448,14459.95303
12901.35489,11723.53006,14859.80426
12555.5082,10664.70104,15593.58761
13826.47402,11078.09358,14962.9074
12808.12866,11763.01868,14291.90775
12286.0514,11065.00241,15271.07154
13820.11526,11264.24147,15305.46383
11502.23714,11910.50588,15120.25009
12997.0444,11199.21312,14551.42991
14502.39779,10920.38611,14469.50473
11469.657,11620.23301,15567.07339
12506.03041,11621.50492,14620.39838
12363.58616,11672.02068,14680.80836
12103.17691,11278.8784,13860.59758
12811.84591,11419.67559,15155.46306
12582.28264,10726.57982,15481.06025
12834.66258,11455.42867,14313.60597
11875.40913,11240.83257,14680.8645
13258.72598,12113.66837,15903.8541
11726.84684,10955.28084,15489.90051
13087.51378,11711.17101,14213.95544
11524.57027,11585.23436,14336.86612
11433.37991,11231.14495,15550.36444
11964.72627,11315.7668,15795.41387
13347.64865,11047.97824,14715.09812
12664.22026,11277.7438,15131.97403
12124.07327,11788.95032,14830.06831
14190.37732,11490.74379,14796.40024
12991.64647,12171.8605,14393.43205
11292.95504,11520.10831,14861.31648
13410.23561,10982.5581,14507.81831
13839.51701,12076.51354,14604.7065
11240.21433,11156.96483,14939.00672
12181.0682,11854.60218,14526.6801
12542.19338,11144.71925,15052.21279
13131.84046,11704.79499,14782.59275
13806.21909,11984.01211,14885.83159
12367.39676,11155.38129,15478.12869
13397.43292,11888.73317,15693.78731
13052.9414,10946.03145,15248.76395
13129.85246,12025.73728,14210.9055
12530.08263,10883.41464,14961.8657
12940.25115,11700.53671,14793.61172
11787.23975,10868.45289,14939.20033
10348.80348,11439.0774,14823.16999
11480.7019,11999.45799,14808.65481
13054.34607,11224.54222,15232.62998
13885.61546,11602.03701,15204.59337
12173.01497,11671.90802,15126.19346
11240.43252,11814.0256,15476.18439
10670.98858,11477.26342,14875.84017
12256.32886,11262.91813,14973.93272
13055.55779,11343.12814,15407.64348
12988.55918,11479.46513,15187.53028
11096.52053,11397.69822,14409.56523
13052.96886,11503.7701,15833.11566
13558.77061,11398.84187,15948.12802
11968.67565,12033.65625,14565.9655
13437.922,11063.79963,14774.94228
13584.64836,12028.72605,14982.15502
12393.87865,12208.0948,14758.84329
13221.91498,11520.21484,15142.03181
11888.03411,11949.14558,13981.01245
13461.20011,11068.50949,15112.54122
13796.38321,11622.70893,14963.92406
12830.12127,11307.4076,15510.14382
13104.54725,11551.91947,14385.15013
12086.70972,11202.2248,15098.47951
11067.15982,11163.86757,15130.44909
13315.4272,10365.19117,16510.64334
12356.69666,12185.405,15410.44208
12441.21542,11634.1373,14653.68416
12873.04486,11918.60814,15902.1504
13033.44211,11579.88645,15150.53236
12720.66948,11835.73238,14813.23135
11969.51376,11010.43371,15296.23783
12602.84794,11277.53107,14221.4531
13288.19875,11714.95834,15375.78034
14140.735,11036.52852,13678.90257
13487.50018,11294.32844,14188.61745
12055.20664,10749.12632,15234.94865
13102.30974,11277.67029,14059.39696
13002.82248,11687.29101,15336.53925
13037.01435,11923.32019,14493.053
10468.99776,11313.44679,14844.48792
12065.67004,11334.13486,15244.78564
12091.3665,11033.04675,14902.37247
13474.59415,12230.43191,14650.77727
12626.75626,11231.33519,14508.68943
14236.35543,11905.8297,15651.38616
12808.70654,11058.2567,14761.09447
13169.08343,12631.61131,15549.25861
13289.96433,11684.72337,14994.87418
14074.63578,11297.76981,15062.58498
13194.48536,11284.6334,14354.64975
12089.56973,11926.54564,14375.68404
11586.79551,11232.8029,15531.8532
13094.97961,11551.46479,15735.33013
12201.12253,11168.54476,15726.78637
12348.57173,11546.24711,15213.55332
13604.5852,11391.53765,14935.39364
10925.6767,11080.14596,15276.09525
13730.46407,11780.28312,15808.43519
14147.02882,11447.13591,15412.15724
12977.4601,11398.11764,15506.97114
12450.17772,11249.62732,15243.68078
11096.58971,11972.03988,15115.03206
12351.95456,11775.36293,14813.32886
13303.60337,11311.77849,15142.40047
12016.52214,11617.63337,14656.62007
14422.37645,11677.98428,14820.76743
11593.17413,11137.52617,14943.50588
11677.11208,11465.29199,14630.61432
11295.58489,11461.96603,15161.95101
12133.50907,11496.84028,13876.33246
12165.15569,11340.25348,14924.8595
13461.65275,11142.42514,15504.4519
12921.39778,11515.12072,14825.5331
13093.17763,11417.31738,14784.87545
13566.49527,11763.86178,14554.12456
13625.72956,11858.96618,15201.4386
12670.0565,11512.09527,15008.2575
14342.87701,11213.50088,15686.43017
13108.77611,11610.63995,15889.9071
11497.55729,11441.01842,13912.3777
12935.19485,11069.17988,14992.82781
9875.448697,12009.50209,15148.74305
12862.70624,11310.0224,14794.56097
13269.34602,11366.0746,14974.33096
12965.99256,11775.28083,15393.01421
12399.7786,12122.66579,15178.39277
13783.11274,11556.01978,15613.49577
13376.37893,10965.58728,14926.67798
13304.97374,11520.85635,15137.94078
12050.82794,11504.53035,14848.19444
11789.3021,11680.63332,15190.1301
12250.71034,10996.64967,14294.90652
11528.63685,11604.40276,14962.0203
12838.47524,12030.79385,15007.7159
12576.12622,11066.46336,15130.12216
13145.07895,11270.70958,15271.74909
14080.26569,10751.89304,14634.39516
12197.79122,11568.44304,15651.10272
12169.68094,12023.85083,15229.44422
13059.75125,11154.33249,15454.32819
12526.39952,11455.14998,15752.38552
12979.29716,11362.53258,14939.9102
11828.52209,11667.34946,15836.79808
10317.79518,11955.40164,14842.47556
13839.66654,11065.64574,15219.81591
11292.00173,11248.60538,15385.56971
14260.50326,10800.17808,14422.14902
10717.00666,11688.27905,14468.95223
13606.11547,11695.68384,14526.12704
13318.53146,11857.94923,14916.94196
13713.41692,11947.717,14888.3977
12142.64584,11617.96662,14398.4891
12228.7564,11382.86949,15762.1459
12418.10835,10506.56102,14470.95618
12474.15903,11620.15574,14923.39925
11719.89486,12002.15223,14788.8187
11160.18733,11285.50053,14025.1873
12564.20886,11743.66465,14364.85523
12222.44067,11572.56789,15412.09561
12642.36315,11639.24901,15244.92575
13517.74467,11337.20393,15625.82715
12661.46468,11335.70406,14903.30057
11198.26948,11649.8908,14709.24467
11073.54493,11358.56327,14870.87681
12809.5392,12049.38423,15550.14465
12843.46909,11524.24967,14651.96275
12637.84854,12133.49166,14274.02297
10463.48628,11247.11948,14831.60162
13112.45805,10888.17417,14363.74699
12419.31792,11294.47895,14335.05904
12081.35213,11967.13297,14739.91862
11574.44768,11520.82998,15116.10701
11936.37718,11099.6761,14612.20734
10675.56884,11870.69915,14993.08005
12170.3559,10827.10386,15355.61806
10827.55371,11171.8643,14626.13545
11791.48539,11380.02227,15538.52944
13140.6385,11355.96858,15912.10454
11993.72355,11431.60093,15371.01092
12294.82938,11702.42908,14412.79247
11938.54456,11596.07649,15577.48986
13083.22676,11701.17807,15466.76696
14047.97817,11363.9342,14864.81257
14105.46349,11082.9559,15473.72273
12958.92887,11668.10774,15976.51912
11098.15969,11651.62784,15005.50341
11552.71965,11624.3964,15030.62196
11160.22028,10912.53062,14938.19734
10278.2798,12037.3662,15728.82804
12319.95711,11516.23153,14718.47704
11539.16503,11405.68278,15095.56858
13683.93959,11620.0308,15438.31088
11752.09207,11450.51486,15299.53634
13027.4392,12071.79661,15169.72102
13314.99968,11045.40778,15333.6152
12828.75816,10900.36662,15397.23591
13082.95153,11635.60105,14707.06704
13187.15514,11762.01313,15048.26199
13764.77658,11239.52292,14426.81172
12685.5423,11306.46173,15551.65252
13095.85119,11671.11394,15042.55288
12266.13164,11852.82026,15111.05345
11767.39169,11508.81431,14337.53056
13139.48725,11363.26518,14540.23156
11648.17955,11343.11238,14394.04503
12517.324,10955.22146,15171.52529
12347.79483,11424.11261,15403.7265
13305.28017,11817.68324,15149.03153
12494.42964,11502.46396,15511.01098
12616.40437,11729.7395,14708.55919
11714.31548,12130.45362,15158.79411
11866.33845,11507.33411,15398.4053
12734.53282,11060.97299,15438.76608
11976.80988,12080.29565,15107.26643
11401.0283,11384.17473,14161.27833
12413.30507,11361.94549,15603.23061
12621.41648,10361.39514,15294.33619
13098.33776,10646.13022,15228.83851
11663.78497,11239.12069,14366.26529
13140.68307,11212.71237,15388.96184
12401.48903,11674.11092,15473.56775
12179.8621,11907.17469,14557.64499
12472.66155,11571.8544,14983.14561
14542.25262,11644.58614,15524.08705
12474.39815,11349.1153,15158.6725
12231.64085,10543.36235,15267.03806
10163.79231,11494.86673,14329.98276
13152.68486,11305.97943,14861.92984
13022.67882,11422.56087,14111.4392
10657.46741,11520.91849,15162.77678
13961.4638,10535.72595,14709.17248
13379.83403,11012.63411,15146.76837
13446.93368,11777.31896,15724.57604
12292.40148,10569.82091,14518.52652
12856.93824,11300.74837,14873.49024
13227.60299,10812.26641,15121.06399
12415.93581,11834.97245,13890.38667
14737.53118,12029.18063,14796.8615
12899.34403,11410.75479,14622.85109
12101.0038,11356.22939,15183.32578
12607.48017,10852.30999,15146.85237
13448.63827,11294.24426,14576.90606
13164.21093,11184.37228,14833.77638
11602.50084,11283.76692,15891.20272
12429.06425,10847.05583,15391.65257
12378.76015,11347.12971,15212.87188
11998.03545,12181.53363,15573.20745
13747.01646,11489.67118,15153.96241
12694.40356,10848.53176,15278.68218
12315.41869,11255.50178,15273.91923
11558.41831,11684.91778,14960.77522
13009.21696,11328.11382,14434.45085
13010.01226,11289.39525,15046.49197
12013.74168,11434.0757,15306.43757
11225.262,11352.93824,14657.81871
12927.59541,12054.33288,14565.05789
12977.10306,11457.26315,15605.69495
12586.74898,11225.19635,14835.57032
12891.23004,11809.57868,15320.04395
11063.60314,10611.94035,14907.38245
11350.64923,11344.5704,15399.11685
13364.87768,11514.42827,14486.00169
13000.67075,12050.53393,15157.68263
13045.0954,11649.45104,14339.83755
13259.67063,11435.28781,15419.65969
12239.06664,11665.27827,15160.95235
11644.92313,10836.96253,15083.71251
12708.76779,11912.02498,14487.04328
13797.17341,11427.88983,14990.74315
13826.74258,12260.05046,15952.77434
13604.97778,11559.78079,15706.12057
13098.39624,11776.68955,14551.05808
11982.61054,10888.9484,15158.59867
14067.4548,11881.90736,14569.23027
12584.57162,11823.94154,14716.71102
11693.86734,11387.95118,16078.42403
12803.80489,10509.67419,15168.00194
12387.27437,11321.92131,14838.55276
12418.69071,10700.69209,14478.07519
13230.24071,11367.91946,15573.78448
12930.31764,11135.1644,14741.03144
11582.66261,10998.36179,15150.75732
13059.88267,11266.40782,14397.61641
11919.40928,11650.09399,14125.35416
11578.24497,11296.48868,15322.68115
12445.39671,12276.51961,15221.64998
13068.65958,10952.45721,14934.19008
11815.94733,12084.48684,14922.98682
11171.2378,11107.27367,16107.09446
12423.10891,11771.754,14767.6332
12742.95246,12041.87111,15711.21297
13080.66275,11562.8908,14299.99912
13278.98004,10519.12139,15653.04968
12399.0479,11672.35542,14241.43915
10539.72261,11738.45519,14606.45933
11951.00428,11834.24722,15314.13053
12172.9779,11069.6999,14584.44527
12920.11266,11888.30616,15238.18942
13713.66202,12054.14578,14783.92983
14557.22855,11686.66624,14821.06973
11990.28266,11571.39155,15267.28199
12662.18996,11802.89873,15211.36861
13493.96105,11455.09255,15432.3761
12791.18129,11276.32772,15439.48589
12054.04673,11069.68569,14602.16737
13008.06515,11138.70254,15180.85647
12504.63864,10777.76607,15194.13903
13777.4306,12084.17152,15149.90764
12989.09227,11849.76359,15155.64219
13172.37034,11304.93807,14715.08534
12134.50392,11727.2831,14762.70927
11175.74081,11076.12559,15652.03812
13540.62996,11668.41603,14319.67528
12723.57124,11438.81903,14744.73367
14345.66238,10861.4749,14440.57036
12800.77547,11396.4736,15285.53466
12005.13521,10882.55123,14885.19911
11984.80034,11637.79362,15015.31739
12102.40848,11162.62547,15860.68403
11653.50351,10948.07513,14800.87499
11936.35489,10966.39763,16032.03579
10721.58713,11721.85679,14338.19576
11067.19609,11956.32638,14272.20149
12250.90742,11489.61854,14902.14758
12240.59088,11704.58583,15636.10724
12866.33695,11964.18093,15046.09218
13004.08074,11372.55056,14993.6222
11975.30061,10903.64404,15508.34021
13450.53988,11812.72528,14420.049
11458.44802,11680.47932,15612.17297
12488.02893,11637.06378,14655.3051
13675.81919,11838.37186,15490.24783
13626.36096,12340.83017,15394.95957
12408.93839,11057.23034,14670.03897
13724.79816,12139.95699,14724.92002
12566.17566,11658.62114,15238.79051
12972.18227,11687.09661,13808.10463
12155.56557,11331.7647,15292.72241
12166.57241,11554.93421,14486.97391
14143.58153,11483.59408,15882.05678
11443.49287,11513.00284,15542.0364
12250.84723,11576.81742,14466.40202
11964.99469,11313.53491,14889.91221
12799.96554,11991.87731,14720.61519
12332.6097,11801.70498,14732.32382
12788.93614,10810.50105,14935.77243
13815.69042,11603.21095,15155.48154
11573.46533,11512.37038,15694.4972
14839.82197,10737.84309,14583.79762
12120.81216,11887.87962,14874.90023
11215.67318,11443.72228,14778.12776
12580.54438,11437.95055,15280.04094
13204.55527,11116.339,15692.46791
11443.80222,11068.42668,16114.83339
12639.33874,11872.88629,14632.30045
11217.79286,11056.13538,14747.03257
12990.77041,11548.84862,15461.58256
12604.75936,11674.15537,15548.77957
11656.05495,11107.9586,15242.32267
12039.634,11239.61096,15004.53229
13394.88859,11884.12022,15606.96151
12272.11753,10717.84274,15043.34754
12006.57561,11722.51762,14227.95216
11826.98427,11389.94392,14600.55945
12552.35691,10933.3104,14693.30608
11390.89627,12334.54471,14544.73717
13061.14257,11143.54878,15222.54766
13165.42346,11349.93863,14961.19482
10639.94772,12111.31115,14782.19425
12840.90274,11853.2325,14779.39809
9862.002282,11034.3685,14720.66889
12850.579,11881.09279,14810.57288
12133.70485,11677.80592,15258.64353
12168.97469,11855.01984,15371.95997
12275.94471,11649.63056,14941.86715
13163.40508,11138.15178,15484.80919
11775.38147,10707.59891,14591.22934
12041.76333,11225.21777,14903.0597
12184.03208,11284.08993,14361.95234
13396.03094,11065.57888,15567.44397
10503.82483,12006.49102,15579.41915
13261.18281,11879.88055,14127.23549
13994.8648,12827.76401,14586.03062
11640.39905,11184.62166,14730.89773
12737.15508,11914.36336,14648.32624
12413.96969,11546.76952,15955.30339
11061.17584,11242.14699,14943.30842
12803.57468,11293.95597,14709.28064
12908.58839,11784.96009,15226.81043
13169.41436,11928.24558,14836.63423
11560.09734,11960.34355,14588.22533
13600.16954,10733.65519,14962.76879
11474.40597,11598.904,15092.00904
12542.8207,11004.08613,15063.65282
13302.42089,11503.80471,14493.82564
14996.71107,11287.00188,14106.21673
12718.75557,11014.02552,14985.68627
14461.12738,11906.90316,14857.34149
12487.7756,12232.50589,15048.62116
12364.66695,11561.74721,14645.55468
12931.36961,11256.92803,15130.23061
11806.30517,11363.2898,16068.43354
11962.6846,10668.43502,15379.57357
14012.31983,11436.74503,14701.74366
11965.96698,11357.96595,14443.94847
12528.61819,11884.47899,15992.27795
10920.56886,12278.93852,15527.76882
11390.5613,12255.94869,14977.20927
12028.49029,11304.91757,15058.40488
11173.44906,11566.96313,14573.85202
13829.93195,11552.03791,15652.93355
11025.09567,11433.07856,14538.50991
13149.46836,11711.80298,15247.67182
14090.98217,11394.09516,15116.86865
12255.05454,11683.82198,15294.57057
12503.6701,11613.59606,15276.54126
11602.52859,11096.48696,14579.76107
12552.48643,11443.99707,15112.42352
11998.38561,11203.12705,14620.29521
11762.26892,12015.66995,14988.77747
12212.97854,11655.56348,15439.9557
13563.11442,11087.81535,14771.7851
13033.22499,11974.22665,14247.51185
10248.35924,11626.0309,14339.08545
10756.52172,11313.89631,14886.42858
12879.64594,11062.39091,14899.96548
12186.91176,11442.03455,15727.35826
12990.6419,11617.71984,15242.56423
12526.9642,11243.5425,16008.69496
12915.48636,11642.69633,14632.89247
11696.67958,11656.91354,14544.62841
13089.27613,11614.3287,14847.21214
12324.74485,11301.56351,15335.59465
11815.17654,11827.04049,15301.1976
14353.09188,10817.50967,15870.95778
12951.70138,11276.41811,14687.63411
10453.45483,11472.1682,14622.50585
12570.82015,11154.57749,14941.85404
12190.31897,11354.5417,15477.73058
13003.45191,12286.64101,14602.11685
13355.16939,10716.88282,15643.19977
11442.7042,11309.17232,14652.08055
12206.37386,11906.34061,15119.76063
12723.97053,10968.97613,15282.89941
12018.14079,10824.45151,15436.22755
11296.91975,11526.90347,15108.76995
12099.32411,10701.42759,15719.93132
12185.25045,11296.2074,14792.56046
12462.02284,10799.05997,14666.5441
13301.65738,11106.55397,15538.83745
12299.98753,11393.68863,15509.51547
11565.22934,11557.93254,15113.67417
12236.87583,12008.16156,14796.99488
14665.00411,12104.60613,15469.45083
12752.99283,11411.34766,14719.67402
13425.33975,11488.58686,14602.1609
13188.27921,11346.37831,14562.66478
11804.22417,10521.71122,14310.31919
11062.12579,11050.54974,14586.68691
14415.47601,11327.55131,14689.32047
12066.16438,11898.37908,15605.01391
12252.7554,11270.34564,14859.70364
11756.29054,11514.31031,16275.54471
12415.95368,11788.55936,14996.81695
11535.25248,10601.04081,15138.88856
11544.00353,11344.96349,14088.69818
11224.78399,11819.18115,14600.51406
14250.66268,11431.33769,15454.94071
13092.49198,11776.374,14993.33339
11708.44079,12140.59167,15256.23099
12015.39619,11787.71598,15428.36431
12140.5219,11533.06246,15849.63295
11178.00245,11183.82804,14411.09795
11436.28496,11372.63131,14929.63184
11636.56709,12117.80081,14831.77535
13706.70372,11028.34933,15054.41904
12785.29091,11225.18576,15282.96041
12562.56181,12438.58223,15464.05896
12119.29331,11563.30695,14509.2699
11786.539,11254.65546,14644.95124
12717.86763,11317.49845,14962.35178
12110.9479,11450.07708,14562.44853
13484.52564,11208.93416,15548.9736
10576.87709,11383.54677,15179.61955
12096.79526,11637.08097,15063.17176
12935.0722,11735.04268,15311.66137
13027.53474,11691.5085,14734.76919
13023.33558,12448.97129,14266.36344
12025.25463,11237.88784,15225.57681
11423.74344,12090.03859,15501.26585
13819.24277,11562.79859,15195.15186
12411.41418,10965.70372,15031.34731
12685.15954,11371.22596,14848.34239
12880.39125,11376.04573,15361.26159
11684.09308,11882.053,15603.57281
13327.85618,11842.08378,14771.80612
13884.32201,12014.44871,14796.52468
14065.0451,11651.78413,15294.22111
11911.63356,11675.0388,14803.64002
13608.87556,11664.20012,14725.66958
14363.6536,10476.65273,14782.89403
13699.2887,10936.71694,15634.023
12866.57945,10999.28199,15443.29521
11669.406,11117.91552,14986.47315
13546.98272,11844.71792,15294.48049
11413.03788,11760.97882,16389.11592
12008.64213,10780.42949,14950.26136
12695.95545,11414.69147,15456.35303
11573.02529,11440.56082,15139.05948
14153.98892,10865.12336,14715.77092
11488.33707,11907.79112,15002.7743
12558.63301,11298.93678,14148.96443
11761.32197,12466.54417,15811.11656
12187.02021,10927.69396,14712.5815
12428.62305,11192.98303,14951.53586
13700.44092,11567.89698,14002.55677
13031.97057,11661.98853,14718.44764
11452.70776,12528.67499,15071.68848
13626.59335,12208.15664,14797.51969
12072.19256,12734.5318,14603.76692
11791.66176,10797.93298,16203.53794
12092.61759,10923.63219,14686.81897
12238.3855,11124.93587,14537.22627
13705.89555,11775.64567,15335.74768
12560.63361,12068.74039,14179.24956
11932.90172,11855.581,14864.326
11320.2598,12373.07797,15236.46187
12368.81195,11737.95901,15158.86011
12174.94231,11082.64525,15476.30774
12400.99184,10966.15318,15518.9533
12780.15912,11167.74088,13983.47148
12367.8091,11078.90298,15447.90406
10270.29718,11273.0915,14877.64971
12405.58426,11444.45011,15545.95376
12647.0441,11614.73771,15673.23006
12665.93591,11292.65035,14813.06324
11623.67164,11634.61287,14744.9291
13032.29974,11148.90678,14770.13287
11976.93102,12248.85451,15065.27732
11550.62676,11439.74341,15252.90377
12563.18729,11801.97575,15465.3923
11231.82028,11110.06014,14105.28175
11982.27614,11667.97006,14434.97232
12337.30338,11795.82325,15579.5056
12849.32928,11243.35834,14593.19244
12277.80209,11599.32717,14084.08352
13511.21141,12210.03066,15561.42457
10757.00365,12388.73511,14797.78053
10745.14565,11537.15824,14851.00029
12490.1721,11841.20227,14833.35553
13983.37778,11885.78822,15614.6042
11734.4827,11596.74924,14874.384
10814.48842,11228.72144,14207.25301
12971.58371,11321.09684,14360.30178
13886.0051,11087.76343,14789.41139
12705.49432,10717.61016,15232.78585
12349.70156,10646.84755,14760.70091
12467.27585,11410.93681,14803.54536
12726.17158,11749.84119,15039.42527
13009.44702,11361.76867,14367.48784
10765.03777,11994.17549,14317.55895
13729.36844,11763.716,15168.4903
12981.64682,11054.49664,14460.27785
13156.01077,11164.98662,14569.81796
12670.59241,10597.46288,14207.63821
11126.42138,11137.68133,15667.87525
11360.88499,11785.85559,15103.70971
11654.86434,11908.21419,15345.89949
13664.29191,11766.92311,15809.12183
12559.91291,10837.56144,15932.69869
12630.10645,11201.98151,14534.15672
10899.94829,12029.52358,14615.4835
12674.13076,11533.0596,14615.46577
12177.57973,11543.16842,14452.21742
11649.34705,11169.4573,15351.47764
12875.90877,11050.38485,14661.10027
14868.59563,11922.84098,15136.82654
12338.88532,12003.32614,14932.32882
11128.84744,11275.4038,15372.25495
12574.96933,12153.76856,14786.98923
10502.74835,11869.54343,14201.35132
12744.13811,11346.9183,15279.08248
14113.76082,11258.13858,14117.43609
12448.96329,11706.89029,15011.23815
12806.61923,11113.75295,15907.0478
14778.23569,11863.27172,14529.9379
11039.26699,11462.47887,15323.75949
13822.55833,11233.32556,14889.08131
11939.59705,10661.59533,15487.93453
12549.79058,11731.76597,15186.7164
12737.27041,11215.53815,14760.38975
11879.82843,11005.09121,14748.68251
12179.33203,11048.80552,15210.37296
13628.39658,11807.38518,14789.59536
13037.2081,11531.80746,14690.70548
12563.19388,11856.8539,15460.49937
13419.05321,10996.09955,15303.05239
12787.39617,11546.03493,15381.3252
11822.97237,11579.05554,14461.25992
12064.55067,11936.45655,14961.66144
11245.008,11452.83154,15148.39709
13279.7276,11727.13448,15022.7458
14210.04889,11287.9269,14419.32608
13525.36607,11359.2185,14688.23682
12762.48394,11360.45251,15130.87163
11609.91098,11914.64833,15049.95445
11802.27133,11214.51159,14124.9136
12956.7558,11874.68937,15955.29708
12559.17282,12374.80371,15329.02073
12250.95023,12047.06153,15043.72736
12193.38017,11569.33495,15280.68784
12630.42113,11824.75246,15370.69431
12017.16554,11010.39294,14753.58448
13298.32438,11842.36143,14998.33042
13227.64849,12076.97212,15704.70822
13310.49955,11742.97703,14925.41015
10564.76411,12224.49544,14883.64259
11763.33719,11599.04973,14737.57475
12327.01602,10795.79893,14953.92807
12153.60202,12221.90121,14748.72818
12668.25729,11049.37614,15665.82742
11818.21271,11464.18543,14497.21682
11520.04054,11359.51569,14192.68232
13076.70229,11487.8207,15048.56182
12868.96346,11105.563,14202.34319
12281.18793,11260.94259,14578.91494
11206.45226,12307.85684,14065.71024
12891.72711,11280.66641,15093.75048
12715.60556,11167.67802,14804.33587
11811.74164,11415.94909,15042.21858
13637.05408,11797.0911,14458.73013
12629.83482,11260.44759,15338.16452
11752.88302,11553.08926,15096.67562
12279.97071,11325.372,14992.26396
12790.8846,11683.17883,15514.45314
13830.41801,12304.525,14887.63775
13925.82097,11372.25983,14412.36171
11176.69057,11950.4229,13731.88543
12123.92728,11144.48488,15882.80356
11590.14226,11658.35502,14228.1162
12205.12487,11705.47227,15546.78459
13986.38009,11268.1506,14632.06593
12402.13009,11700.54835,15002.70293
12625.25269,11554.22528,14826.43672
11683.46073,11350.27262,14815.36327
11519.88963,11774.19841,15724.29479
13407.10347,10854.05549,14389.17459
12820.2713,11242.97203,14053.82351
11995.95149,11837.59006,14273.29665
11395.64408,11379.16577,14556.88866
12119.65395,12566.6714,14927.63147
12404.01418,11510.5681,15625.15726
12717.88574,11656.32062,15599.34665
11090.96258,11389.68271,15010.75415
12380.46512,11705.69575,14744.30464
13845.42451,11910.48567,15343.06794
12177.74015,11545.66113,14381.36475
11898.93272,11995.84904,14773.83887
11301.85042,11774.98317,15029.61119
12011.79397,10944.34426,15304.57112
12915.91247,11821.55851,15333.87699
14022.23911,10948.35528,14974.26657
12436.00892,11886.46756,15380.67665
12644.10742,11542.42158,14642.67587
13254.09179,11409.56799,15406.31337
14099.35041,11570.98681,14688.03612
13868.74616,10802.2438,15582.84388
13948.91656,10732.10309,15536.11115
12751.31162,11277.56363,15223.09848
12432.64231,11082.77508,13660.52203
12874.23018,11356.38931,14674.9535
12554.77446,11661.4977,15183.43215
12384.8299,11977.9585,14677.78887
12373.9193,10686.95459,14722.27535
13229.34087,11305.79105,15155.42895
13494.54235,11669.21214,15231.81465
13097.86392,11936.70964,16520.32361
13048.17325,10705.84761,14843.30925
11431.02186,12145.25211,14076.39595
12801.39199,11768.56468,15798.7295
13570.6644,10815.50365,14192.34673
10950.23196,11057.25588,14801.89157
12262.24623,11711.42217,15619.75954
12173.40928,11894.83286,15380.91235
12944.23652,10671.67531,15086.45483
11991.20324,11870.27972,16145.04808
11990.70436,11781.32185,15101.77727
14099.55711,10296.52083,14967.29289
12831.64132,11277.83274,14901.84688
12859.76575,11344.00579,15120.88702
10461.07204,12185.58482,15286.81456
13831.60089,11235.73471,15544.92379
12990.00854,11256.98618,14248.01971
13529.3976,11922.79572,14202.95931
12309.89489,11210.87775,14739.99564
11735.13178,11127.03056,15537.43802
11989.80972,11149.64502,14786.2015
11983.94379,10989.97289,15871.02486
13772.57511,11524.93212,14605.76197
11240.44955,11738.32549,14793.42019
12337.75232,11649.45044,14766.12398
12197.52377,11738.45629,15153.00664
12466.46167,10879.5027,15452.97238
14199.76375,11657.36478,15541.21524
12757.75749,11503.22497,15250.02131
11634.86831,10989.13705,14569.73517
11728.16056,10824.64065,15169.73787
